PolicyID,PolicyType,PremiumAmount,StartDate,EndDate,CustomerID
2d8ef410-dd59-43a0-a850-681cfd9d9562,housing,879,1957-07-03,2020-11-19,b32f9f81-69af-44f5-b7f5-82cef42c37ce
54fe2d6d-d8a8-4e97-a00c-a26d4e555a37,housing,456,1978-02-21,2024-12-31,f51769cf-2294-4352-8e61-18d8399a1093
33b02f7e-27d8-494b-8d93-f5869d50388d,cars,61,1996-10-02,2024-12-31,30dfd3c2-d68c-432a-9a29-0f4b17909f7f
0ad5900d-eaf4-4072-a0bf-160b9a419192,housing,229,1955-03-12,2017-08-09,3d3a086c-156d-4b40-9cb4-2abf96dfd4fc
30ce6c61-2c9d-44d3-aa0e-7e30d5df01e5,health,232,1996-01-30,2011-06-13,cb8119eb-e811-41e2-8753-37bce7812841
8287b5f9-7ce9-440a-87a0-336531d08e66,health,159,1972-02-14,2024-12-31,967a093c-f966-4292-8a62-8d0b6c9f7042
f158ddc5-2805-4b48-86d8-0c272f2ddc07,housing,989,1962-09-14,2001-11-26,3f2c44ec-a777-46ff-8d99-c0be94526b48
96212a7a-b4e4-4aab-bd7c-bc43b5c5f010,housing,1456,1991-01-13,2024-12-31,2ebf5c2b-d785-466e-b04f-4a47d89d0e96
4a88924b-addc-4bcc-821f-419defc1c5d3,cars,190,1988-01-06,2016-07-28,2ebf5c2b-d785-466e-b04f-4a47d89d0e96
55c58a71-7bac-4da8-bf54-8e960b389a3c,health,107,1996-05-03,2003-12-17,ceace6a6-3d0b-4685-ade7-afcf872b07d3
06a5b0f3-b3e2-4fe8-8b91-a6e83ffd19eb,health,189,1990-10-19,2022-01-12,a4f52109-c42f-458d-aa96-9c96d5135cdf
2d46f4bf-1dd3-4f9e-b027-6c78d24f9ddc,health,124,1992-06-28,2001-01-08,a4f52109-c42f-458d-aa96-9c96d5135cdf
ac0c5803-bc67-48f7-a56c-3e0c983ba581,health,220,1999-09-14,2017-06-27,6b6fd271-f132-4634-aa8a-72a08ae827f1
a61c659f-8ffd-46d7-af6d-057d802d9ddd,cars,125,1999-07-25,2024-12-31,6b6fd271-f132-4634-aa8a-72a08ae827f1
acaec48d-52bd-4b75-80fd-bbd31bb24487,health,127,1991-08-18,1997-07-01,956a8e26-9262-4c15-b25c-03d61ebf7992
075584df-e0fd-44ed-86fc-b3d3d4ab0f76,housing,273,1965-05-31,2006-08-29,9fe79dbc-5552-4aa1-9508-19d381d31409
0744d261-0ea3-446c-ad27-c28efa4bae5f,cars,135,1995-04-22,2019-11-20,9fe79dbc-5552-4aa1-9508-19d381d31409
27d13789-39c3-4cdb-8b03-6578efc9d2ad,housing,576,1993-02-10,1998-04-15,25180eee-47b9-47d3-bf2c-a157170ac79b
0f2f6ea4-dd4d-4c0b-acdf-2ecd77381c7a,housing,286,1984-10-11,2024-12-31,25180eee-47b9-47d3-bf2c-a157170ac79b
3458ac70-2274-4208-b305-e60905cd0138,health,104,1992-06-26,2020-07-12,25180eee-47b9-47d3-bf2c-a157170ac79b
d810269c-a2bd-45bc-8711-12e2188faed3,housing,1155,1968-10-24,1988-12-24,b6175ea1-15e0-48b8-a886-668e19b2646c
cf850a4f-b529-4749-8051-46669b342881,housing,967,1991-07-26,2000-08-22,b6175ea1-15e0-48b8-a886-668e19b2646c
d93e952d-8a8b-4fb1-8979-0c2ef42efaed,housing,785,1974-02-27,2024-12-31,b6175ea1-15e0-48b8-a886-668e19b2646c
c4a17f17-c396-4aa4-a319-82b9969f8b7d,cars,155,1996-12-03,2024-12-31,dd4a4840-cc9f-45ff-b72c-c995c363d2d3
eba630dd-f443-489d-a239-f6e81b461f9c,cars,167,1959-07-05,2012-08-04,9fa95973-67b1-4607-b68f-122ad73528f8
9afb860f-eba1-42c2-965b-91282b5e2b86,cars,116,1967-04-08,1971-08-14,9fa95973-67b1-4607-b68f-122ad73528f8
c5e5237c-ee0b-4d1e-8ad4-bbd8ee4c1583,health,266,1987-07-30,2013-11-21,e72013f4-0540-4b77-ad4c-9b106fad1597
4b488182-49e4-46f2-b73d-f560363a6d9c,housing,1301,1999-05-03,2003-09-14,8d3436ad-7f24-493a-adda-fcd7d61cdb37
66b24922-5d84-4644-ab31-819cb3eafec7,cars,197,1986-04-17,1999-07-26,cafdf638-d171-4b0d-a066-19091e7b450d
772a91f6-6a7c-4282-9db2-f9af2cb9db10,health,275,1997-05-20,2003-07-06,97f2b9d9-b00f-4565-962e-500ec5ce5bf1
f8ab95b5-89c2-41c0-9562-1fc6636b8952,health,266,1998-10-30,2024-12-31,8a8fd477-3754-4706-b4ea-f9177ea3b4e9
5c5d8de4-7df5-4664-8713-467e5ea00551,cars,136,1991-05-12,1992-02-07,8a8fd477-3754-4706-b4ea-f9177ea3b4e9
fa845aee-03ed-416c-8937-f01da9432df4,housing,424,1975-02-20,2024-12-31,8a8fd477-3754-4706-b4ea-f9177ea3b4e9
c1d75e8d-8146-4db5-af50-67c4fba101cc,housing,1173,1952-10-18,1973-02-25,1f4aa685-581a-4b90-a2db-39d3854c84b9
ebc21683-ac90-4ef8-9380-479fce010466,cars,66,1989-08-08,1990-04-01,fa0b7677-bdce-40dd-9e31-5fc7ccc66089
652e4732-03a5-4c34-b457-3b91dbd982c9,cars,67,1998-04-03,2021-09-02,fa0b7677-bdce-40dd-9e31-5fc7ccc66089
dc2f03a0-4ee1-4276-b1e3-592aa30eec58,cars,154,1998-03-22,2024-12-31,fa0b7677-bdce-40dd-9e31-5fc7ccc66089
97e266fe-ee6a-4518-be61-6011622a1ace,housing,907,1983-11-10,1998-12-10,64fb298d-b19d-453a-93a1-4e9a287f1574
55ef2923-cd08-42ed-a746-bc9b808a5aee,housing,1330,1999-12-16,2014-02-28,f8ceb3cf-4093-40f2-867a-a121b7634a02
0a99e1a7-a3bd-4896-a1bd-5fb951a21750,housing,318,1986-06-23,1999-04-23,772c8fe0-fbaa-4d49-ac10-9154f137e243
3a1d90cb-9ec4-4499-9f84-99ad14b73a65,health,287,1979-03-29,2024-12-31,772c8fe0-fbaa-4d49-ac10-9154f137e243
a38e701b-fbac-4d02-8c72-49af1fcfffe7,cars,65,1962-05-17,2012-09-25,772c8fe0-fbaa-4d49-ac10-9154f137e243
d8cd8793-8c80-449b-a4c4-30d77c474a0c,housing,217,1995-07-05,2024-12-31,63532eb7-f72f-4a0e-b603-a655f0ed7c4a
2df31160-25c8-4a6f-8bc6-90fb52bad57e,health,273,1995-04-06,2016-03-09,7fc8f187-b1c3-4767-8007-1cf174497209
c6982048-421e-4485-82bb-b7f6eaccb222,health,130,1972-01-30,2024-12-31,7fc8f187-b1c3-4767-8007-1cf174497209
49000a93-13a0-42d3-a685-2a6a843d1e21,health,297,1953-11-10,1985-12-28,de1cd1ca-c361-4e4e-bd85-00059b41358b
34aabd19-d053-4345-9e4c-c09d8db4961c,cars,191,1978-10-21,2024-12-31,de1cd1ca-c361-4e4e-bd85-00059b41358b
8daf3697-2690-4c3a-86bb-f7decf0cdbd4,housing,214,1952-12-19,1961-05-11,de1cd1ca-c361-4e4e-bd85-00059b41358b
6484c301-3998-4ac5-88f7-8c16d5a976a3,housing,271,1947-11-30,1952-12-27,9a91057d-bee6-4b5e-b1d1-79406835c9e9
1a8a5732-905e-41a9-b609-463b9fefa235,housing,746,1988-09-07,2021-03-15,9a91057d-bee6-4b5e-b1d1-79406835c9e9
45c9c587-645b-4b6c-b574-ab5bd0739fc4,housing,866,1972-02-08,2009-10-22,b246fff8-67b9-4e28-b4df-815747e1254a
cdb20f1d-9fa7-49e9-9567-1e683156f62d,cars,99,1973-02-18,2009-07-05,b0263166-8820-422d-9541-cb6e2bb9123e
d29ab288-c73b-4693-bc23-3c1d76df74a8,housing,396,1973-11-16,1977-11-03,b0263166-8820-422d-9541-cb6e2bb9123e
49e37cb7-929c-4bf2-a88e-d0823491380e,cars,91,1995-04-11,2024-12-31,1236abf9-6acb-42cf-8a97-9e6bedda2b28
c85c530a-bf53-45c2-8304-e75b9b28396a,cars,78,1965-11-22,2024-12-31,1236abf9-6acb-42cf-8a97-9e6bedda2b28
8b5ef768-78f6-412b-8387-3aab3757dbc3,cars,69,1990-05-04,2022-07-10,1236abf9-6acb-42cf-8a97-9e6bedda2b28
aefadaf3-2b9b-47b2-9517-868a4938a176,cars,123,1991-09-25,2010-11-01,1236abf9-6acb-42cf-8a97-9e6bedda2b28
72fcdfe5-5c29-40dd-97d1-b6d9dcd48390,cars,89,1997-06-15,2015-03-04,7334dad0-f538-454a-9856-36fac6aa6199
207533c3-1ccc-419d-9fb7-31e36e3b4d1b,health,270,1996-07-14,2019-11-08,7334dad0-f538-454a-9856-36fac6aa6199
1308ae37-266d-4102-b046-669cd12133e9,housing,1291,1962-02-10,1984-12-26,a2fc734a-4d23-4eee-8465-9ba0cb3c4a33
17c4d847-bb48-415b-8b68-8974e6a3551f,housing,892,1987-10-08,2024-12-31,a2fc734a-4d23-4eee-8465-9ba0cb3c4a33
ddab3553-076e-46db-a684-89fda4233c4a,cars,91,1973-08-21,2007-11-19,f75c879d-2ae1-40b5-b55b-f46e7ba08b27
eac0ee3d-d29e-4479-b757-a72c664948c9,cars,142,1995-10-17,2024-02-21,f75c879d-2ae1-40b5-b55b-f46e7ba08b27
5eac75d8-e325-4060-ae31-587a4d052b65,housing,1099,1985-07-01,1985-12-02,d8dad69d-52df-4579-8d4c-c73862f09789
cf406324-fc93-4b3d-8ff2-dd74179b27c8,housing,347,1997-05-24,2024-12-31,98f36dd6-f413-41a4-88f6-8a25a5ab78c9
971f7790-b3a4-4a03-8c13-500562db2445,housing,1154,1985-05-06,2024-12-31,fab3b20e-afdc-4176-9088-5aff8aa7fb4a
f8b8525d-94b3-488c-8451-65d3248be129,housing,497,1991-09-25,2024-12-31,f0845b7e-f246-47ed-8a15-0b79f915631b
a694c125-76cb-42c2-8216-ab6193f2ab09,cars,109,1974-01-14,2018-11-16,9a5fd5f7-420d-49b3-8d9a-0443c6840cba
82cc87d3-33c7-44be-9a32-fcda470731bf,housing,1429,1999-02-15,2018-10-24,9a5fd5f7-420d-49b3-8d9a-0443c6840cba
d40f7b24-0241-41bc-86c4-6907da8bb66b,cars,125,1961-03-28,1991-04-14,70d5c1ae-de90-4551-894c-ab383c548eb3
7537c854-5001-4bd3-8584-67741d32c5a8,health,250,1982-08-29,1994-09-18,70d5c1ae-de90-4551-894c-ab383c548eb3
45d9993c-39a9-4940-9000-62daf66790b9,housing,977,1962-03-17,2010-02-03,70d5c1ae-de90-4551-894c-ab383c548eb3
135cd8b6-2b27-4072-b5b7-17612f35c561,health,155,1965-12-15,1978-06-29,3609c928-175a-4f79-8e08-015f51166a6d
d304984d-cf1b-463c-9d71-1d64b1cc1540,cars,157,1986-06-15,2014-06-12,3609c928-175a-4f79-8e08-015f51166a6d
be1bd285-ef96-4294-8e5f-7169f309a6da,health,138,1995-08-10,2018-07-19,cb12d327-e966-43b1-ba20-069014c0c853
30ba22d2-d3ca-42b7-b947-399f2718fbf8,housing,520,1973-08-04,2003-06-13,57aa2894-eaf9-4e83-a510-92d80aae31fc
6f74f3e2-fd83-4232-bbbf-5701037e9a0e,cars,138,1985-04-17,1990-11-18,57aa2894-eaf9-4e83-a510-92d80aae31fc
8b78dab7-afc7-4daf-afc2-e8482d6a2122,housing,206,1984-11-17,1991-07-13,57aa2894-eaf9-4e83-a510-92d80aae31fc
dd96ad1b-54d9-44b7-8603-406f307b8b77,housing,581,1998-03-04,2024-12-31,57aa2894-eaf9-4e83-a510-92d80aae31fc
2c0229aa-195d-419a-8522-e701e328dc33,cars,166,1980-11-08,2024-12-31,4e30297f-71e7-4109-9d4c-e9fa1fc1b7d6
098935bc-dfbe-4340-8053-601dae6004ff,housing,805,1957-04-07,1957-10-28,64f1dafe-5daa-4f29-953a-c499d395a348
82389573-f35f-4414-ae73-94dabbc4daa3,health,276,1982-05-11,1993-10-05,d1ede2cb-2e8a-4464-9431-ad909cefa303
d03d49ce-5ef0-409b-a3c3-14664ed0b965,housing,603,1977-04-02,2019-09-27,3c2b24ed-e16a-424d-ab09-efc00dfe2fdf
4bd2976f-e842-47ef-91d4-0194dbf5704f,cars,89,1953-01-04,1957-03-14,3c2b24ed-e16a-424d-ab09-efc00dfe2fdf
8b01754d-152a-45a5-ac73-bcf8912f16b5,health,289,1973-06-13,2016-10-06,12b04ded-1605-4234-9a16-42468300573e
57c967c5-e1ff-4a2e-90d6-b6b6e4c9df63,health,189,1993-02-20,2006-07-27,dca24395-67de-4b1f-bd57-d83edcd09f7b
15f755cd-dba6-4f45-9dd9-315a4644710d,housing,915,1976-08-02,2024-12-31,dca24395-67de-4b1f-bd57-d83edcd09f7b
764f6eac-0ce4-4353-938d-811047b0f706,cars,112,1966-02-23,1986-07-30,dca24395-67de-4b1f-bd57-d83edcd09f7b
ec886c94-1816-4dc4-8f67-1f191dbb478a,cars,122,1973-02-15,2020-01-13,dca24395-67de-4b1f-bd57-d83edcd09f7b
ddef5fac-f398-43a6-ad87-b542feda5560,health,253,1998-09-11,2024-12-31,bf286860-b31b-4882-af21-13a37a5d5a84
8ed99289-12fc-4b0e-b4f7-7754f133aecc,cars,71,1974-06-21,2003-03-31,bf286860-b31b-4882-af21-13a37a5d5a84
64fd429a-af80-49ad-a272-968568b21c2f,cars,122,1973-04-08,2016-04-13,bf286860-b31b-4882-af21-13a37a5d5a84
0add726d-066e-4fbb-8511-e40d12e31f11,housing,1062,1987-03-04,1991-02-22,bf286860-b31b-4882-af21-13a37a5d5a84
33d3ce0f-e128-4536-8b3d-1bc8dd6d2ae0,housing,1124,1996-12-12,2024-12-31,eb526ea1-f9be-4180-ace1-9a1f56b500ec
6ecb4ead-bb44-4902-82c5-4436685ca54f,health,201,1957-08-09,1991-02-01,eb526ea1-f9be-4180-ace1-9a1f56b500ec
aded5263-0921-4f94-8d69-c368b70d5ebe,housing,1484,1998-01-01,2024-12-31,3762e8ab-acb5-4e97-a96d-0230152b57c7
402175bd-36ef-4ebc-9fda-ce3bf9e38625,housing,790,1988-04-05,2024-12-31,5b0d7b9c-4343-4c55-b127-6b13368e54a1
7facc891-e7aa-4dd5-a67f-966863f8dfa7,cars,66,1981-02-24,2008-03-10,66e3ed92-c42e-4447-b66c-5a0ae75df31a
0d2af35b-6d3e-4b78-8c5a-803c93b8ff84,health,120,1999-10-05,2008-10-30,a1136b83-4c45-42d4-bcac-b8f02be9ab4b
1ad80975-ae1a-4227-8894-73e3f6030c33,cars,132,1972-07-22,2017-09-26,ba247bd2-43a8-40e9-9607-987d65b0a91f
8c0836b9-39bc-479b-9c6c-693a097db06d,cars,174,1992-01-02,2013-03-31,2c1cc97c-fec1-48c9-8db5-f534f443f265
79d8913b-c111-4d91-9008-70e061409f84,health,176,1984-09-16,1992-09-01,2c1cc97c-fec1-48c9-8db5-f534f443f265
3c6fb564-5a54-4d42-925b-0110859863c5,housing,882,1979-03-21,1995-03-17,f44919fe-9d1d-4aea-b959-fd8f9f67d5f3
170dc801-cd3d-4d14-83b4-e03a29be0110,cars,103,1989-04-24,2024-12-31,f44919fe-9d1d-4aea-b959-fd8f9f67d5f3
1fed6ff6-9946-4d38-9567-a784166a749a,cars,154,1974-09-13,2024-12-31,dc35c42a-0340-4329-b5b2-49d6897d20eb
bc444501-76a6-426c-8a22-be24b9a08a7e,housing,501,1979-06-20,2004-11-18,9cc25654-4dae-491a-b600-ff59f86363c5
1c7045ed-93ba-40bb-9b4b-3bfca57080a5,cars,72,1970-02-27,2024-12-31,9cc25654-4dae-491a-b600-ff59f86363c5
60a5ed97-9af5-42fc-986f-30a791b8d340,housing,1424,1994-06-16,1996-11-21,1e8341d5-fbc1-4062-8c90-350eeee1886d
8616d6ff-aa93-4160-b11d-ca53caed21e5,health,102,1990-02-11,2003-05-16,adcf2bd6-0722-4812-bf82-0b06dcb70fed
541efb26-a16f-472b-b4c5-3a377041805e,cars,122,1995-07-27,2003-11-21,adcf2bd6-0722-4812-bf82-0b06dcb70fed
5298716b-0480-4312-99bd-2e7dcd563a43,health,233,1990-09-26,2024-12-31,adcf2bd6-0722-4812-bf82-0b06dcb70fed
0902b600-3ca7-4360-a739-6deffb1df3aa,housing,729,1994-05-14,2024-12-31,b90edce2-ba32-431b-8bbc-d4027cb763ec
6248da65-41e2-4d24-8530-ec830525c8ba,housing,340,1966-07-24,1976-05-20,d6888b61-7f2c-4144-8ffc-d5699596e49f
14df30c8-dad4-45bd-b214-d82d1af3dcf5,health,244,1986-07-19,2014-11-16,d6888b61-7f2c-4144-8ffc-d5699596e49f
e9d64cdd-736e-4805-86e4-26095f936ce1,housing,1417,1967-01-15,2024-12-31,d6888b61-7f2c-4144-8ffc-d5699596e49f
bf411bbc-8bdb-4476-8e49-10210462471f,health,111,1988-09-23,2016-06-12,3c4a515f-0f3c-4f71-87aa-c0b546fc70ee
326121a8-2857-463b-b71c-8609574973c5,health,190,1987-07-18,2005-03-11,7a98dd89-aa62-4a61-bc54-5291366b0b88
3b964527-e2d9-4e3b-a8f6-60bc1132524d,health,205,1976-04-03,2024-12-31,7a98dd89-aa62-4a61-bc54-5291366b0b88
45e2699f-056b-4306-a8de-e49145be7dde,cars,103,1991-06-20,2008-09-19,88eae622-47e0-45df-a1af-8caa70221e3e
c74424eb-efe4-4aa1-a1b8-c315cee32001,housing,719,1979-06-25,1982-03-20,0b1b9e87-70fb-4e37-960d-fd75d0601a7d
a9845d70-cd7a-482b-ac54-1e49109f4b5b,health,260,1982-11-03,2017-12-08,d2cc5856-f6c8-4574-91d0-f51c847e1b3f
29cf5625-26bb-4148-ba76-2809aaca3160,health,123,1962-02-01,1989-03-30,d2cc5856-f6c8-4574-91d0-f51c847e1b3f
a255b996-4dff-4cb2-9f76-b47c2c105eec,housing,1338,1960-06-02,2013-02-20,d2cc5856-f6c8-4574-91d0-f51c847e1b3f
9fbfe900-563a-4ef1-b539-74b16494ee68,housing,332,1971-01-29,2024-12-31,8abf650f-ffbe-4613-85b1-c90ad018ac61
62ab8652-751f-45a2-b769-07a56f1d5403,health,222,1983-06-06,2019-01-19,5775c3ab-6446-46c4-82fc-2a21e7cc204c
e961965e-0d9b-4893-8b1d-f486fb092db1,health,208,1992-07-17,2001-07-07,5775c3ab-6446-46c4-82fc-2a21e7cc204c
74c89d7f-ec9d-4192-9967-0ad2962f031c,cars,117,1981-08-06,2014-03-25,73bb3bc1-04b2-499c-9fd7-7f6290dd194f
4af4767d-fab4-4deb-b3e8-d391bfb75664,cars,101,1975-01-30,1995-09-28,38111ab4-0d2c-407c-9691-cf6d48dcad62
6724f61d-32d7-46b1-9720-da6e9d9fda47,housing,1173,1976-06-23,1981-07-29,38111ab4-0d2c-407c-9691-cf6d48dcad62
2c879ad6-002d-4d2c-8960-dd37c9735b86,housing,1320,1985-06-03,1986-12-04,38111ab4-0d2c-407c-9691-cf6d48dcad62
50506e2f-99ff-4e50-b98a-52842690a205,housing,1163,1970-01-26,2024-12-31,a38b6840-10fc-4dc8-9cf9-90441141c3e4
eefe4d8f-5ccf-456b-9941-f2eebb21aa18,cars,167,1994-06-15,2008-07-06,593ec918-8d70-4657-8611-f4120af9f597
19fcd4fa-d780-410e-a58d-d67beb73ef86,housing,1154,1979-12-14,2008-10-28,593ec918-8d70-4657-8611-f4120af9f597
6c138428-de93-4bab-921c-560cc53c86da,housing,288,1992-07-16,2024-12-31,9194c1a4-e261-4ebe-8480-99946a0d9f3d
3ffce38d-fd6b-46a8-a947-567cb1c330f8,housing,1173,1961-10-09,2007-06-05,4c26f78f-0261-4943-a65f-9bc97b705978
910dd5c9-d388-455d-bc52-dcea405a96ad,cars,166,1966-11-28,2024-12-31,4c26f78f-0261-4943-a65f-9bc97b705978
a9687a22-8844-4f5b-9033-a2413d8ec6e2,housing,1150,1992-02-07,2024-12-31,4c26f78f-0261-4943-a65f-9bc97b705978
4e4fdc99-5f0d-40a0-9ce1-da0931e41e28,housing,409,1996-01-31,2024-12-31,a27ed277-5704-4d0e-82f7-7761c8e2e320
