PolicyID,PolicyType,PremiumAmount,StartDate,EndDate,CustomerID
66446c57-69dc-4bde-9921-d192140b6e64,cars,147,2008-08-26,2024-12-31,2995cc41-9672-42fc-b5a8-cfba81d6a54e
6e842613-8f65-482b-8647-093c1b7bbedf,housing,1271,2013-11-03,2017-09-11,2995cc41-9672-42fc-b5a8-cfba81d6a54e
d4a0a1c8-056a-4153-90ed-41c6d6e5bc24,housing,982,2007-01-02,2008-09-02,c31c7255-1e56-442a-9c65-794f6e612945
eb6fd0e7-8874-412e-8dcc-c699c6b8cc4d,housing,1010,2022-12-25,2024-12-31,00f9eea3-2e48-4c56-b5a3-060a833e7988
601c2d0b-8af2-4778-ac45-5a30c9fbacd9,housing,523,2019-06-02,2024-12-31,00f9eea3-2e48-4c56-b5a3-060a833e7988
daa07fb9-2417-48c3-b9d0-6ff967674ba7,health,295,2013-06-07,2024-12-31,346598c1-d607-4806-a253-df355159f678
47bfcfac-4478-409f-a928-a703cba5aba4,housing,1431,2012-03-29,2024-12-31,346598c1-d607-4806-a253-df355159f678
97f10baa-7bfb-43c4-a35e-d2bfc7984f02,housing,238,2010-07-15,2017-07-14,346598c1-d607-4806-a253-df355159f678
83396f40-60c7-49cc-b6ad-91e3499fd5e6,housing,434,2007-04-24,2024-12-31,346598c1-d607-4806-a253-df355159f678
e28df1a3-092e-4598-9f5a-211ddba5167d,housing,1325,2009-04-22,2024-12-31,fcafb082-7d1b-4135-bf73-8bf392a21621
17b7fe8d-0efe-49f1-ba3b-219e4a3a44af,health,256,2017-08-13,2024-12-31,fcafb082-7d1b-4135-bf73-8bf392a21621
789ac5a4-c5cb-4e45-9ebb-670b4ddb52e4,housing,813,2021-06-16,2024-12-31,4fae692d-46fc-4bed-ae92-ec34ea8eb44f
874add63-17ee-45d9-9298-8119b2cbd470,cars,193,2021-12-15,2024-12-31,4fae692d-46fc-4bed-ae92-ec34ea8eb44f
305b1532-b00d-4f0e-a74a-cf0516acb566,health,250,2017-09-17,2024-12-31,34b47aff-bd87-45b6-abed-ffef944f7387
7b322957-c3b4-4f8b-8603-89a7cc202f78,housing,459,2014-03-30,2024-12-31,a1e71006-3e70-4c5b-9901-905c219f2c3f
8695d971-7d06-4f9f-972c-3635ebd82b9f,cars,101,2021-08-17,2024-12-31,67e4b5cc-cb93-41db-ab6b-f02140efe283
75a981b6-63d4-4b09-847c-7b7f884ab1d2,cars,197,2020-07-29,2024-12-31,191bae0a-9a37-4671-89d3-beee8288f90f
83d50b5e-7fb5-43b5-b850-69553ebad228,health,294,2012-03-20,2024-12-31,191bae0a-9a37-4671-89d3-beee8288f90f
7fca4c26-d590-4e66-95cb-a5d669ad6e6c,housing,1047,2024-10-07,2024-12-31,dedecf1c-5b93-47cc-9e47-40d158cfc6ea
385e8dec-e37d-4fd4-bc2d-d26b884830b4,health,152,2016-07-21,2022-08-04,dedecf1c-5b93-47cc-9e47-40d158cfc6ea
1edc1ac0-5e1a-47c5-9d04-5c1b22c69302,health,238,2001-03-12,2024-08-06,30dfd3c2-d68c-432a-9a29-0f4b17909f7f
bd733263-f077-4ea8-95d1-50b6fa2746c2,cars,112,2005-02-27,2024-12-31,cb8119eb-e811-41e2-8753-37bce7812841
1a36b74f-13d3-477f-87a2-24ce187ccc94,cars,181,2021-10-14,2024-12-31,cb8119eb-e811-41e2-8753-37bce7812841
525e91e9-4e29-4544-9fde-f2ff621e53da,health,269,2003-10-02,2024-12-31,cb8119eb-e811-41e2-8753-37bce7812841
e15c998a-2e7e-46e6-87a6-5b72c585f5a0,health,178,2005-09-19,2014-12-30,967a093c-f966-4292-8a62-8d0b6c9f7042
a704a8eb-50e2-4552-9285-6078fdffaa83,housing,1084,2006-07-06,2024-12-31,967a093c-f966-4292-8a62-8d0b6c9f7042
5cdcd401-4dc0-4051-89a9-d40a0955f0eb,housing,1449,2018-05-12,2024-12-31,544b56de-0a2c-4f7f-97a5-55e74cd932f0
06a0fd5a-5f9d-4489-9d04-1a498f2098d5,health,187,2017-11-04,2022-05-01,544b56de-0a2c-4f7f-97a5-55e74cd932f0
6520a2f4-10dc-4548-9cd0-3dc20c89a7f5,health,282,2024-07-31,2024-12-31,544b56de-0a2c-4f7f-97a5-55e74cd932f0
e7ad3d54-0feb-4172-90fd-b63bff512176,housing,1338,2018-02-13,2018-06-16,de704554-e6b6-4f25-9158-cb064aea411f
1d5f9a6d-3653-417f-88b0-c9765b7a4084,housing,963,2000-06-17,2009-11-30,de704554-e6b6-4f25-9158-cb064aea411f
a3640b3a-1d1f-43e2-8fa2-977c76b10b52,cars,118,2019-10-25,2022-05-28,3f2c44ec-a777-46ff-8d99-c0be94526b48
89272bc4-9b6e-4a88-9674-fc8ce32ba9fb,cars,90,2023-07-29,2024-12-31,9a9617db-b42c-491f-a7c6-71adece32396
30ad6874-68c5-4e79-9586-593c4645d50e,cars,136,2019-05-02,2024-12-31,9a9617db-b42c-491f-a7c6-71adece32396
ab87a15a-8978-4f62-ba46-f4acb904d4da,housing,210,2023-06-22,2024-12-31,9a9617db-b42c-491f-a7c6-71adece32396
a58f74ea-14e0-43b9-b3f0-0eb9f5dc3a6f,housing,233,2017-02-09,2024-12-31,9a9617db-b42c-491f-a7c6-71adece32396
8d2fc50a-0a23-43d8-a462-19c4b378d33a,housing,1401,2002-06-23,2004-11-27,45d205a7-559e-48e1-92ad-f938025ac10c
e9e4ebd6-f0ba-4197-a9c9-0205c8bc95ea,housing,950,2001-09-12,2024-11-02,ceace6a6-3d0b-4685-ade7-afcf872b07d3
7ed7de7b-6f0c-490d-8085-38693de3f8bc,health,132,2008-05-28,2018-02-08,ceace6a6-3d0b-4685-ade7-afcf872b07d3
beed951b-2af5-4b4a-9183-23195c2ddc4a,health,290,2019-08-08,2024-12-31,ceace6a6-3d0b-4685-ade7-afcf872b07d3
da646f99-b021-4e2f-a66a-17334a4aa4df,cars,69,2018-08-28,2024-12-31,f6a338fb-361e-4ad6-bd45-343d3b25eb2c
ec36680e-1a5e-475f-a4f5-9c6c99a20372,housing,1301,2015-12-02,2024-12-31,f6a338fb-361e-4ad6-bd45-343d3b25eb2c
2caadf55-9f7f-4c29-bccc-8df144a4ec42,health,127,2011-11-06,2022-06-29,f6a338fb-361e-4ad6-bd45-343d3b25eb2c
6cac7178-345a-444b-977b-3e331b03afd6,health,294,2009-09-10,2024-12-31,f6a338fb-361e-4ad6-bd45-343d3b25eb2c
4eb3a250-07d3-411b-89d1-7280ce0add5b,cars,199,2022-09-12,2024-12-31,a4f52109-c42f-458d-aa96-9c96d5135cdf
2fb058ad-7b3f-4073-aef1-ff8afb4a35ef,housing,1304,2020-05-23,2024-12-31,a4f52109-c42f-458d-aa96-9c96d5135cdf
c467a50a-a98a-4e40-83f7-5e6a720ebdc7,health,297,2013-11-29,2024-12-31,6b6fd271-f132-4634-aa8a-72a08ae827f1
f9195c4e-911e-4fe8-b9ab-4d041257b674,health,113,2019-04-25,2024-12-31,6b6fd271-f132-4634-aa8a-72a08ae827f1
e9aed93d-80ef-4705-85d3-c1f345849726,cars,125,2023-12-24,2024-12-31,e1b9769e-c4c8-40d2-b585-e9876055fca4
04067ba9-2418-4f42-95f4-f1bb62d47a72,housing,1369,2020-05-06,2024-12-31,7e4b88de-4283-4877-9370-b49ddbb857c2
64f96173-effe-4579-bc4b-71163ad2ad25,cars,148,2019-02-24,2020-01-25,7e4b88de-4283-4877-9370-b49ddbb857c2
68ea8d49-8f3f-4215-a2ad-53eebf53be6d,cars,78,2024-08-06,2024-12-31,7e4b88de-4283-4877-9370-b49ddbb857c2
10ca1f30-4d8b-41a7-9ae9-32f052952cab,health,175,2022-10-01,2024-12-31,00ad83a0-b187-47e0-90c4-ec8905a3af6e
3354a136-18da-48bb-8fad-a53e19c5ee03,health,170,2024-07-06,2024-12-31,00ad83a0-b187-47e0-90c4-ec8905a3af6e
495363ec-9809-4fce-ad58-4887976749e3,housing,985,2020-07-17,2024-12-31,00ad83a0-b187-47e0-90c4-ec8905a3af6e
c6658805-ec7d-47dc-9471-bb8ba6161139,health,146,2021-05-10,2024-12-31,00ad83a0-b187-47e0-90c4-ec8905a3af6e
0afe20a9-39a1-4c44-8f0c-a4dfb6adb91b,housing,844,2015-01-10,2024-12-31,26bdcb53-f132-480a-8a8d-2477e0306f0d
25c58d1f-1ee1-4661-a80f-c2fee9109fb3,cars,136,2021-01-07,2024-12-31,26bdcb53-f132-480a-8a8d-2477e0306f0d
04b44e2b-c52e-4a6a-a498-8b278285c5e7,health,291,2021-04-04,2021-07-28,b6175ea1-15e0-48b8-a886-668e19b2646c
f2750bda-97a6-478c-89eb-fcdfee7d8b81,cars,151,2018-10-04,2024-12-31,7fe0b2cf-4cd2-4649-bab7-817f25ed08ab
b2e8c2b8-e2de-469a-ab20-264c8445ab5e,housing,745,2024-10-02,2024-12-31,7fe0b2cf-4cd2-4649-bab7-817f25ed08ab
5cac0015-0120-42a9-b73c-6e8543027981,cars,159,2015-05-09,2024-12-31,7fe0b2cf-4cd2-4649-bab7-817f25ed08ab
ca5f1f8a-dd33-4002-a231-a0b4cd496bfd,health,243,2021-12-10,2024-12-31,e72013f4-0540-4b77-ad4c-9b106fad1597
a807e4dd-773b-4cde-bc09-9e03f9425a0a,health,194,2015-05-30,2024-12-31,e7259404-8252-4206-a3fc-b6ed65daa0ae
11bdf58e-ce5d-44eb-8e71-ea1f6993cfa3,health,261,2007-06-10,2016-07-12,1e46a97c-0041-4cb0-b660-1e7dbafe427c
3ebf241b-9028-472a-93ab-58223e705fc6,cars,162,2019-03-10,2024-12-31,ef58cb1f-3892-42a8-8d9c-0607720e14d7
119ac4f4-a567-412e-8253-0d3444f80851,health,120,2022-08-07,2024-12-31,ef58cb1f-3892-42a8-8d9c-0607720e14d7
71eb51ff-172f-4f2e-9d66-9a4275d0190f,cars,82,2020-03-22,2024-12-31,ef58cb1f-3892-42a8-8d9c-0607720e14d7
ee36af59-59d3-44fb-8e78-707719c61b2b,health,168,2024-07-12,2024-12-31,ef58cb1f-3892-42a8-8d9c-0607720e14d7
0c4dc397-2c89-45db-b7d9-929bc2da27d6,health,272,2005-06-26,2024-12-31,8d3436ad-7f24-493a-adda-fcd7d61cdb37
ff80cb32-4808-407b-be4d-39ab2be55c7e,cars,177,2002-11-04,2010-05-19,8d3436ad-7f24-493a-adda-fcd7d61cdb37
d1fefed1-b0e2-452d-9d1d-b4c03b3cb332,cars,81,2022-04-12,2024-12-31,74069e7c-ffa4-470b-97d8-5de0d56d216c
c896ca35-d2bf-44b8-97f5-f6a155938ee8,health,237,2023-05-18,2024-12-31,74069e7c-ffa4-470b-97d8-5de0d56d216c
8dd62f7a-0e82-4e47-ae2f-8ead6ff4b8b8,housing,1423,2020-10-10,2024-12-31,74069e7c-ffa4-470b-97d8-5de0d56d216c
b7203c81-1b01-498f-b3ae-5a5c0e21d31b,cars,110,2009-06-06,2024-12-31,ab6c8aa7-302e-4058-a613-f7dcfecca0a3
7560d189-e715-464e-8284-c0695dd39d6f,cars,116,2020-08-01,2023-01-30,ab6c8aa7-302e-4058-a613-f7dcfecca0a3
dc6d5fcb-fb69-40a7-b739-6893645f9150,cars,61,2011-05-31,2017-04-14,cafdf638-d171-4b0d-a066-19091e7b450d
9d6b7ee5-83eb-49e4-b091-fdea8e201b20,cars,118,2014-05-12,2024-12-31,cafdf638-d171-4b0d-a066-19091e7b450d
41827e21-c195-46ad-9e22-e5604ca0aa42,cars,175,2003-06-12,2024-12-31,092c0283-0eaa-4bb1-bbbd-984ee671c46e
d25af99e-f441-4342-a574-d325cf687d22,health,270,2015-02-05,2019-10-22,092c0283-0eaa-4bb1-bbbd-984ee671c46e
7bb5d81b-4d24-4bbb-a2bf-f7265a488306,health,231,2020-05-24,2024-12-31,97f2b9d9-b00f-4565-962e-500ec5ce5bf1
407685f1-7735-4902-8772-c4238998fdd7,health,140,2020-07-06,2024-12-31,97f2b9d9-b00f-4565-962e-500ec5ce5bf1
7feac6d1-732b-4981-af68-9f10ebb7b1b6,health,178,2021-09-23,2024-12-31,8a8fd477-3754-4706-b4ea-f9177ea3b4e9
90d16792-377c-4568-9182-889db8f530c8,cars,72,2020-02-17,2024-12-31,d999beb4-4a09-4730-883e-fb69de4cb891
6c963d62-e9f0-4a1b-abe4-3d073b790381,cars,59,2019-07-07,2024-05-04,d999beb4-4a09-4730-883e-fb69de4cb891
c498bbda-2af7-46bf-ab4b-43385966c3f7,housing,971,2019-11-27,2024-12-31,d999beb4-4a09-4730-883e-fb69de4cb891
8df8a43f-94ab-4771-bc68-3bb13f92d863,housing,415,2020-03-17,2023-05-16,d999beb4-4a09-4730-883e-fb69de4cb891
3ea203be-b011-423a-9346-572f620c470c,health,186,2013-12-16,2024-12-31,1f4aa685-581a-4b90-a2db-39d3854c84b9
0154116a-882e-4d47-beda-7900ac6afd02,housing,1143,2010-05-28,2024-12-31,4d0b0a50-0b8a-4d16-9663-063551b6f2c4
11916609-acfb-4a68-989b-7446e8f183f8,cars,59,2010-02-28,2015-10-13,4d0b0a50-0b8a-4d16-9663-063551b6f2c4
7f820c12-c442-4f7f-ae77-c327a0f7a8ba,health,264,2018-01-09,2024-12-31,4d0b0a50-0b8a-4d16-9663-063551b6f2c4
b3e9d3a6-0ba8-4ada-9886-039b486a2c59,housing,1360,2023-11-28,2024-12-31,b11cd8fd-cbc6-48d3-a00a-9138a5439785
eedafd11-00a2-45d9-a1a9-4232fb8d4106,cars,190,2019-04-06,2024-12-31,b11cd8fd-cbc6-48d3-a00a-9138a5439785
af0c1371-7c7f-46cc-8ad2-61e6b5484782,cars,193,2023-09-10,2024-12-31,fa0b7677-bdce-40dd-9e31-5fc7ccc66089
e42bf02b-2ca3-4d1c-9e69-b86a99e41798,housing,639,2004-11-04,2024-12-31,64fb298d-b19d-453a-93a1-4e9a287f1574
69579f4f-e139-4c60-b218-91d0f7f0dc8d,housing,945,2013-07-23,2024-12-31,64fb298d-b19d-453a-93a1-4e9a287f1574
60df1035-3eb4-41b6-8a4a-57f30a9cdea6,housing,1394,2022-09-23,2024-12-31,64fb298d-b19d-453a-93a1-4e9a287f1574
b91b8cc0-2593-48e1-8838-b74f210d90a5,cars,189,2021-07-25,2024-12-31,42fa02be-5f71-4038-a225-44d0cf9aea04
534fb4c0-3ecc-42ca-b035-facd5876e27b,health,283,2022-08-08,2024-12-31,42fa02be-5f71-4038-a225-44d0cf9aea04
7bf71ad5-bb1d-4052-b512-ab8c50dd237b,health,242,2020-04-28,2024-07-10,42fa02be-5f71-4038-a225-44d0cf9aea04
e7a35bdb-0762-4466-8393-da9e15cd0748,cars,129,2001-03-01,2007-03-29,f8ceb3cf-4093-40f2-867a-a121b7634a02
8fd74f23-041d-47ef-92e3-9b8cb4145765,cars,59,2022-03-29,2024-12-31,f8ceb3cf-4093-40f2-867a-a121b7634a02
a0bf9547-929a-418c-bd1c-00c54e17f35f,health,190,2001-07-31,2018-04-03,772c8fe0-fbaa-4d49-ac10-9154f137e243
b66717be-705a-4c5a-87b3-be6dceb18e25,housing,1248,2000-04-04,2007-03-25,41b6fc37-a3da-418a-87c9-5a843f7b7de3
5cd8273f-51da-4b29-94c1-0324b79fd0b7,housing,743,2024-10-24,2024-12-31,e4afc30e-154d-410d-b358-195a8d1f13e2
45478a2c-322a-4785-a055-c9f7248d609a,housing,1306,2019-12-04,2024-12-31,aecb08ae-cdbb-4158-bdc2-12790ab45d61
956bccc6-82cd-467e-a78d-222e551b60aa,health,202,2010-05-31,2024-12-31,aecb08ae-cdbb-4158-bdc2-12790ab45d61
f065d280-0205-475a-9650-a578b959e01e,cars,113,2011-08-19,2024-12-31,aecb08ae-cdbb-4158-bdc2-12790ab45d61
92456f54-ad91-49ae-b9de-1ffc578e6089,housing,1433,2022-11-15,2024-12-31,9718d89f-f8ea-4dc4-8ca9-9145fc1be58f
0d075926-80ae-497c-953b-3caab20ce6d0,cars,108,2013-02-27,2024-12-31,9718d89f-f8ea-4dc4-8ca9-9145fc1be58f
26b1c75a-edfa-479a-83bd-309a65c7fe72,health,198,2021-09-25,2024-12-31,9718d89f-f8ea-4dc4-8ca9-9145fc1be58f
b766b9c6-2296-469a-957d-0b3fbe9e7013,health,200,2021-10-06,2024-12-31,8d551cdf-d7f9-4cdc-8f74-7eedfdeb21f0
8a87437e-8f0d-4742-b896-d10f59311c38,housing,438,2012-12-21,2024-12-31,8d551cdf-d7f9-4cdc-8f74-7eedfdeb21f0
a8da1cb7-b276-4213-803c-7b10a29deae6,health,212,2012-12-23,2012-12-27,8d551cdf-d7f9-4cdc-8f74-7eedfdeb21f0
1fe2d54f-fd23-4452-aaf4-da2fdc5aeb9c,housing,332,2024-06-14,2024-12-31,be73a549-4f4b-4dc1-b76f-13474042f070
b9d945d6-2bd1-4207-8441-35eb03a63a73,housing,279,2024-05-07,2024-12-31,be73a549-4f4b-4dc1-b76f-13474042f070
d71fe11a-4707-4316-9d74-60eccfafcc21,health,199,2008-03-22,2017-06-03,baee73d1-e177-4a5b-b226-8981712c954c
205ced04-e6b4-438f-948f-d3030f46298a,health,243,2000-12-02,2024-12-31,baee73d1-e177-4a5b-b226-8981712c954c
20fa5efd-4d99-4c04-b479-9acea735c1fa,cars,110,2011-05-18,2024-12-31,4c191177-544d-45aa-8215-d60986740dd8
bc1fc490-f7e5-4580-9ede-bb4d73a75ac7,health,193,2019-11-01,2024-12-31,4c191177-544d-45aa-8215-d60986740dd8
d477d19d-b89b-4293-9359-9a6df513611c,housing,814,2024-07-29,2024-12-31,4c191177-544d-45aa-8215-d60986740dd8
ec487fab-88d6-4669-a0b2-5c45e49016ba,cars,199,2017-04-05,2024-12-31,1fc4603a-1cd6-4ede-9117-36ae3cdcd0f8
7fb7c44d-3e12-465b-b9a6-1b1ed2437273,housing,949,2001-05-26,2008-11-25,7334dad0-f538-454a-9856-36fac6aa6199
e677491f-8ce8-405d-af8a-22a2cb4714e0,housing,248,2020-01-13,2024-12-31,7334dad0-f538-454a-9856-36fac6aa6199
16157ef3-f389-4f99-9daf-c9a9ddc1a835,cars,103,2014-01-07,2019-11-29,587897f4-933d-4a6e-b54e-c7f44ace9b3f
01179586-820e-4560-bc23-2a893d413788,cars,163,2023-05-11,2023-07-28,587897f4-933d-4a6e-b54e-c7f44ace9b3f
0ab71e12-c50d-42f2-9a05-f10c08ad5a54,health,261,2000-07-15,2024-02-15,587897f4-933d-4a6e-b54e-c7f44ace9b3f
a874c11d-d28e-418e-aaf5-402fc390636d,health,295,2011-11-17,2024-12-31,587897f4-933d-4a6e-b54e-c7f44ace9b3f
fa629ea5-5d11-4dd5-97b5-96ff14576da6,housing,694,2019-08-31,2024-12-31,a2fc734a-4d23-4eee-8465-9ba0cb3c4a33
0a71f094-6b7f-4c15-a2ae-b5340b0d884a,cars,197,2019-02-24,2024-12-31,30ec881c-59e0-41bd-a8b4-c85e1d6ecad1
f83453eb-2f44-4105-b09d-600e531e115d,cars,114,2015-04-23,2019-07-20,30ec881c-59e0-41bd-a8b4-c85e1d6ecad1
26e56406-f7a7-4596-a13c-c7aa7233eb94,cars,51,2004-12-17,2024-12-31,95b2e0a2-ec68-44d5-9c48-970beb0a5f0f
c2facd47-552a-4d52-8e1f-66b40bd01261,health,237,2003-09-23,2015-05-03,9171f199-d3f7-46e1-9458-8e08ee0edc6c
621a8ada-856b-40b6-b411-8a89bd2e565e,health,264,2002-10-07,2021-09-05,98f36dd6-f413-41a4-88f6-8a25a5ab78c9
7590e90d-35d2-41eb-b253-422d0db41962,housing,1422,2002-04-29,2010-03-21,98f36dd6-f413-41a4-88f6-8a25a5ab78c9
4c85c3c8-ad80-43aa-8a01-33621b27c6a2,health,236,2021-02-13,2024-12-31,98f36dd6-f413-41a4-88f6-8a25a5ab78c9
7e8e5bee-b472-496a-9e67-c17ff4df0786,health,268,2002-08-11,2024-12-31,acdbe6f3-01b3-4f9a-b910-4cfcb238bb2c
3977c951-2a35-41ac-95b8-43228a1e2476,housing,620,2021-10-24,2024-12-31,8c8b2c14-059c-42c0-9334-6fb236e0acda
66fb5b27-4605-45c7-9ef3-efd8af091355,health,285,2003-10-17,2024-12-31,8c8b2c14-059c-42c0-9334-6fb236e0acda
d64f066c-3302-4e2a-964a-d3f8d2c54f1c,health,178,2003-09-01,2024-12-31,8c8b2c14-059c-42c0-9334-6fb236e0acda
7522b0c9-aa75-4fcd-8844-fa666817797f,cars,120,2015-10-08,2024-12-31,fab3b20e-afdc-4176-9088-5aff8aa7fb4a
8a163e52-f94c-4563-bf13-7cd84f3bfe85,housing,215,2019-07-20,2024-12-31,fab3b20e-afdc-4176-9088-5aff8aa7fb4a
955f55df-6fa9-4bda-99b0-cbbe0658a32f,cars,193,2015-12-31,2016-08-05,f0845b7e-f246-47ed-8a15-0b79f915631b
d2f9f814-9c64-4764-a834-a2eb5371573a,housing,207,2022-04-04,2024-12-31,514d5d93-9c31-4861-8843-03b2c9fb6d49
