ClaimID,PolicyID,ClaimAmount,Claim Date,Result Date,Status,Result,EvaluatorID,OfficeID,SettlementAmount
41c9d48f-808e-472e-a70e-9e2b795a18e4,c0ebda61-fdc7-4e3c-951b-b5857c3dd4e2,1136971,2024-02-17,2024-04-09,resolved,1,ab5a771f-334d-46c6-9cb8-ddabf04997e2,ba39c7d8-3f90-483b-9857-505b77b0643c,
62930bf1-609a-4bdd-871e-2753dfcfa829,67bee773-644b-4bf7-9b79-0ef96f866571,214985,2018-08-16,2018-11-30,resolved,1,2b995aad-5617-4c08-8044-626c087b35be,5495d8dd-156c-4d32-8533-90b76c37fd32,
be4a9f2c-dcc9-43e9-87dd-7f7d9e5fa25d,894cfdfc-86ea-4860-8d6f-e289b23a3a63,428670,2000-05-15,2000-08-25,resolved,1,565b7a84-3146-40c5-a356-6392d76c78f3,7b3dd4c4-6d35-466b-9490-7050440ebd94,
1c4d6e65-7f3a-477b-ad3f-0a7b5d5e0462,7cbb57fa-770f-4866-bba1-5db45d57740b,199926,2021-07-13,2021-10-08,resolved,0,9da9420a-0195-46be-b880-fa532ce0c0e9,37a6c199-0312-47b3-88a6-4b278290d668,
b2b1c63c-fc3e-4352-88d7-6b905a21ffd2,a6ae0e2d-d495-4dc0-babe-3656b86ae901,1056863,2023-06-05,2023-08-10,resolved,1,9c9a97c0-b071-4872-9d37-afb90f53e47a,b34a82f7-8309-435b-845e-ba2c47723de4,
259ecd53-0a35-49e3-be2c-f0ecacbe2a4b,4cfca4a0-a45f-44b5-9efc-393a783c4997,1302310,2020-09-25,2020-12-19,resolved,1,40d0e1b6-9d3e-4fb3-b3a5-864f2ce456a1,ce097ff2-0180-492a-a808-6cb9ba644d49,
d154d014-c94e-453d-a191-1ba8d5429cb7,20bfe28e-64bc-46d5-bd13-b9976eee29d8,828688,2021-03-31,2021-06-11,resolved,1,6c0ffe7e-4d39-411f-a887-7a1c872cff7b,ed9384b1-d51e-4fb3-96b3-b3a811609802,
f5aff2e4-1d20-45c1-bf9d-bbfa38e5c2b0,d9bceb57-b24c-4dec-bb15-cfe5c50e826c,580918,2007-04-19,2007-06-08,resolved,1,52850a67-2a50-462e-9b95-8fbbf7b16d96,b5fd99d9-47f9-4cd0-8339-ecd612b1770f,
a4e0ed99-3844-4e8a-9ec6-3868027afd14,0fe5d0ef-a775-482e-a2bb-e468c4be118c,1861129,2024-01-10,2024-01-22,resolved,1,f2c2d40f-81c2-4fd1-92e0-4f197f9e998e,a185c909-5009-4361-b7bd-190621fb1985,
592d20cd-6fc5-4d5e-9dc1-b1837f70e8d1,06a45fef-5343-4593-8458-37f21b8c0013,1389630,2015-02-06,2015-05-27,resolved,1,a982448d-5b2f-4c13-a968-0c7c6fb46cb4,e4ca756a-612e-46fd-b20b-249aef048c43,
b2b7994f-1bb0-4c4d-bbb9-d08d269b645e,b0b1db0b-a715-43af-8ad3-0dbf6eb2a4a9,213188,2021-02-20,2021-03-02,resolved,1,1a29904a-f0ba-4b97-9d00-72cbb35b49af,e573675c-2967-4961-8921-dff051971ad7,
34efeaf6-4885-4982-b784-19d117607a48,1b6f8c51-d680-4544-bd61-7d1fef0b59fe,58668,2013-12-16,2014-02-14,resolved,1,1ddd55cf-fb60-41ea-a2fd-084829737381,9715681a-12a7-49bf-8a45-6b9476776893,
0838b3f3-0a4e-4979-8284-e7cc3127dd98,b30d7ad7-1c19-4ed0-912f-bd003e343b4a,2002426,2020-05-26,2020-07-20,resolved,1,edddd2cd-16c9-4c73-bd93-2eb465929047,9e1f6f8b-f74e-45c3-8557-5fd59194d521,
22a61939-9a18-4c97-bd21-493b48077931,b4473496-cce2-4a9a-a105-f0fe6c199b97,138871,2022-02-07,2022-03-30,resolved,0,44353e58-4978-49b3-aa34-0f6d908db2e1,26ad6f21-5860-4248-86eb-c2028f68f654,
e040e6e2-554d-483b-b405-26cdd00477fe,bee1970b-670d-43d8-96a8-30c18aab9924,375006,2022-10-02,2022-12-14,resolved,1,3adae625-b1f8-44af-a7c5-d66cc235bb7c,47634c91-51d1-4c90-89fd-abee04f0f461,
22b36aa8-8985-4f4d-b648-30de7d879d8b,c7fe49dd-9619-4a63-9d99-d565d23c67d5,286801,2021-03-02,2021-04-09,resolved,1,70abe73c-08c9-423a-afd9-0dccb21f5e21,7b3dd4c4-6d35-466b-9490-7050440ebd94,
b6bfda78-ce14-426c-984f-eb14001617eb,56467024-1c1e-4283-92f0-27777b0a479a,875661,2024-12-20,,received,,712e8284-2723-4c01-90a0-82320af04113,722e55f9-2dd2-4715-8b7e-99b9e732ac15,
216ca01f-615e-4398-b184-3fa3d9ec35e8,ce6e4d7a-927a-4f2a-8de5-6f9a298f9b2e,254232,2018-03-07,2018-05-15,resolved,1,66cfba19-8469-4f58-8a0d-174c07ae97b3,d42f69b5-9e79-4fbb-8a5e-5ea785c0d8d8,
0a54d7c8-6661-4b00-b770-2ccf1e6979be,c277c202-0be6-4906-9b71-a6d1704d34e4,466837,2024-03-05,2024-05-04,resolved,1,166a97e7-60ca-4fe8-aa41-2662608af446,932ba262-72c5-48fc-aa42-9fea28fe2120,
19ced22b-6a2b-4e9e-8479-5c30aa5aca3d,67e0cf46-a941-44ab-9b74-be87c6a805c0,129007,2017-07-04,2017-10-27,resolved,1,3af2d56f-409c-452c-92bf-6f579d925476,8e11891e-c65c-4b6a-af9a-a2f4677cc80f,
e6c07e93-6550-425c-a53a-8c346e0a3ea9,efe6bdaa-95f8-4638-bc28-7c8ee0afaabb,643359,2016-08-15,2016-11-05,resolved,1,ea233b25-17e4-4fef-94c2-2ce3b9fd7071,0fac5e3e-9221-4340-9a6e-99381dd41005,
63d82b84-ec11-41bd-8805-1ec792115490,d288d035-e63e-4eee-b78e-eaad71a8520b,1089862,2022-08-22,2022-11-29,resolved,1,770b341b-8b2c-4f4c-8c29-8c06d6bed44d,c3ea50da-468b-4a16-9c9b-71de5126b36e,
a12be798-e0f9-470f-a1c4-9dc5612727e2,04fc88fb-9ec6-40fc-a9a9-275dff2d3168,705177,2014-04-08,2014-08-03,resolved,1,fc2d7b97-35e8-475d-a967-832777cd4500,5a5d74e3-e490-45e3-b4d2-980507ea22c8,
464be768-167a-4cc3-a016-e21619bc9fff,1c0fcdde-d2c6-4698-a62a-c5b4c10f3b2d,268389,2021-04-26,2021-05-14,resolved,1,6544f909-a16f-4390-884a-2a592af3e9c0,329aaf0d-2247-4fea-b26c-bac378e017e4,
ce08f600-4071-405c-acc9-4767945c5cf8,9d367663-e498-4d34-93d6-becd8d7d2044,908863,2024-02-21,2024-03-13,resolved,1,eedd2388-5a86-4ce5-b082-9618faddab9a,d564a493-b2d1-49b9-bbfa-2809730028ed,
5f014818-a4f6-431d-a681-dc11e75517ee,10f37477-2c34-42ef-bf0c-d40f862e91ba,405977,2023-09-15,2023-11-19,resolved,1,36c44f15-6971-4b6e-8d96-5e939e5325b1,e573675c-2967-4961-8921-dff051971ad7,
2f0f1d76-88ff-48a0-93d6-2c3e1a029e38,0072b46a-9cc4-4d51-87f2-3dfe69ac062f,385534,2024-04-14,2024-07-31,resolved,1,c01cb623-e5ec-4ffb-929b-00f09a34efee,9715681a-12a7-49bf-8a45-6b9476776893,
3c3c9776-4104-4423-a047-2dd71164eff0,4c0287e4-35af-46bb-a008-26314ca07b74,254288,2015-06-24,2015-08-16,resolved,1,51ae8012-8d53-4615-af46-f786f15e862a,ba39c7d8-3f90-483b-9857-505b77b0643c,
147fab97-609d-46f2-b3e0-a4a3fbf54240,c3649d1b-5f07-41e3-87fd-9249feac7a0f,329983,2019-05-18,2019-08-17,resolved,1,64365cee-66ec-4d14-8ed0-4dc0234f0e43,5a5d74e3-e490-45e3-b4d2-980507ea22c8,
c1f6782d-798d-4a14-84c6-06a0be10e9c4,b6c340f2-be4b-478a-93d8-e2334151b1b2,783230,2024-05-10,2024-09-05,resolved,1,de2ee595-354b-4bc8-943a-6807975c6de7,da2e8dca-85fa-4174-8a2b-f7e4620bc866,
6cf0f212-9216-461d-b752-8fc3d36067a4,1eacf8eb-5837-4e73-994a-73df0cc2f557,556353,2014-03-04,2014-06-03,resolved,0,da6ee5ad-e4ab-4ffb-8585-c0d365f7b923,62e9c9a8-1a1a-404c-aa0b-89583e36bf0b,
ba2334b9-f969-462b-b9d7-f223e568eda9,021e3599-cc83-40dd-a3e6-faa156153af8,410837,2024-06-10,2024-09-26,resolved,1,c2161941-5e91-40fe-b0af-1ac4154b69f6,5945c443-c56c-4f7d-82e1-8df01995a281,
fc990b06-ac7d-4116-a73c-84a1a3472fe4,c8c4ab9a-d8cf-464d-81cd-9ba94295c5c2,2782224,2013-07-04,2013-10-25,resolved,0,7b742464-4294-490c-aa03-cdd29185a04c,54b69f30-55ed-4ad9-bb36-5ea683beb16d,
3c67e658-c96f-46a6-8a06-e3b1688a0e26,482b2229-3274-49eb-8bf7-7b94ec2fb426,601995,2023-09-28,2023-11-09,resolved,1,452e5155-ec19-48af-b710-73f40f3c6258,54b69f30-55ed-4ad9-bb36-5ea683beb16d,
f48129aa-d96d-4be8-8a5e-233d11dd82f4,193548ac-c8ee-468c-8ca4-9b525c28db0b,296130,2019-01-20,2019-02-04,resolved,1,ff36cfdb-69e1-4968-8a8e-8cd5845c7aad,7b3dd4c4-6d35-466b-9490-7050440ebd94,
07b4b35e-1450-4cbc-964d-8fc88b83e9d5,b4f85ac5-5895-4da7-8307-b52cb5154496,302579,2024-08-22,2024-11-26,resolved,1,bf24e969-f5ea-417f-84a6-2b173c9087ab,54b69f30-55ed-4ad9-bb36-5ea683beb16d,
73bb8459-cce8-45ba-8fd4-28c3335c3d0b,eddb01c4-ce49-4cf5-8d42-9e556cc248c6,208202,2014-05-28,2014-06-12,resolved,1,024967b8-d9d4-4ea9-858c-0dd4d61056e2,0fac5e3e-9221-4340-9a6e-99381dd41005,
745119cb-e05b-40db-b3f2-2740bf6ce132,bfa32c33-2f6b-4c5a-8140-3b3c8c49aeab,282024,2009-03-07,2009-04-08,resolved,1,88c0e277-e054-4966-9cbd-c1a0c6e40366,52213e16-4e5b-4e34-a620-b1db4ca08ebc,
5d8bd496-4799-4bcb-967b-b585811a9589,d6d0e544-a9fb-4b43-8690-70435fdd6054,707905,2022-11-26,2023-01-24,resolved,0,45841270-56f8-4522-9529-ffac6354729a,1d521463-f51e-4c29-82f7-ba9da2702267,
803600a8-207b-43df-9bfa-d3ac38dc593d,0d346ce5-0db2-4bad-a739-557e8cd3ae44,666870,2024-04-24,2024-07-23,resolved,1,26488a02-4098-460e-b8f2-f0150874432c,e7d671d7-97b8-47e7-8759-7ebc12e4c436,
4bc75583-8238-4063-b67b-b0e4b05093a1,a50487b5-3032-4965-9d2f-9dd367352f26,379822,2006-02-05,2006-04-04,resolved,1,46d9ab30-1ae6-488e-bd99-0a0b55be3846,47634c91-51d1-4c90-89fd-abee04f0f461,
2e59f8ca-2cfd-49ba-85a2-dbfaa2ffc5e6,334ba267-5996-4ac0-b5ea-ad73bcf4c018,178265,2004-01-20,2004-03-14,resolved,0,f3def156-f677-4168-8d62-94cba8c25234,7d5495ae-9a50-4c48-99b6-314835c532ee,
e62de8da-a7c0-40f5-aeb1-a843538e5993,cae5597b-9456-4dd4-9ed8-1f1968dbfda8,322474,2021-02-25,2021-04-24,resolved,0,da743f3b-5374-4538-a8c7-33cd64915890,ca073c68-1901-4e7d-992c-1ee8f5d4a09e,
680d6784-4138-4465-9810-270edc9019f6,0606c39b-4047-41a1-914d-56a9f1d637a7,2472085,2022-08-14,2022-11-22,resolved,1,a34e3416-d162-495f-9638-98919520af00,5495d8dd-156c-4d32-8533-90b76c37fd32,
582210d6-1e16-4384-b4e0-9d058abf2135,f305d89c-044d-4618-b769-39c441095ad7,469729,2014-08-05,2014-12-02,resolved,1,09e0bd6e-b6ff-466d-899f-2956a8ff6bc3,6d07e1d3-81c5-4d1b-ae9e-5ed3dfddf980,
8293f0e4-18d7-4635-b24f-9bf8bcda9ba2,c7f944e0-4be0-4af2-af1a-dc9f171ef2d8,962182,2020-11-14,2021-02-14,resolved,1,26eaa6b9-ab58-4359-b373-5843a22d9642,d42f69b5-9e79-4fbb-8a5e-5ea785c0d8d8,
65415333-f33a-4fcb-a4ba-9281471d33ae,d417c463-759b-4792-9a22-36cf37577a8c,275779,2023-03-31,2023-05-10,resolved,0,45342f1e-6272-440c-a06f-b2845a72daaa,8d76aad1-cecd-4f12-853b-57447f0fcff2,
7fe78bb2-c376-4b4d-a4c4-4a6a46701837,c4be3b30-b636-429a-a661-955894ada41c,238727,2020-04-28,2020-06-01,resolved,1,fea605e4-666a-4ea9-93b9-6154406e616f,dac3ab74-01b4-4152-ae22-9b52efe2e0b4,
50515cef-2c5c-4b24-972f-b0e3a92adfee,5b871047-1a78-4d9f-a487-438f92bcc116,775507,2022-06-21,2022-07-11,resolved,1,420edde8-eb0a-4a9e-8390-6338649a8312,e7d671d7-97b8-47e7-8759-7ebc12e4c436,
17ea2ea9-2de2-4b9c-ac2f-0de4d6350153,b9fbb2fb-b3a1-4a0c-bcae-e089cb2eb8a6,189135,2008-08-17,2008-09-24,resolved,1,348093b6-b881-49c6-bff6-044020429b9e,caedab4d-e728-464b-b6ba-36230f336026,
e97e81e2-61a5-4741-9135-a571eee64cb1,6f6fa2f2-7d99-4bd3-b38f-dbddfca63648,463677,2015-01-02,2015-04-19,resolved,0,9f7aaaad-eb8f-45a2-9fb2-de009c3fbc94,74848509-e789-4db5-8bda-5d4f5e8fc39b,
6260123c-733d-40e0-9a00-03b31cdabcfd,d78ae284-0032-44d6-b45c-c3569233f9d7,200514,2023-06-26,2023-09-02,resolved,1,f115606d-8c9e-49be-85f7-5f854f9ef42a,d6121aab-b9b8-4838-87fe-6058a56b6d97,
e643c893-05b5-4fb5-bff8-0b806a65b073,9342577c-674b-436a-b9b1-a08ceaaac41b,971388,2012-10-12,2013-01-27,resolved,1,21d2d262-51c4-4c16-8328-767557dccee2,134d906b-6ce4-4cde-9eb2-1935929c4fcd,
f2f209b7-4352-4404-9598-5f0055dab126,efd9bf4d-43bd-40e2-8dbf-5f32834cec57,634225,2023-11-03,2024-01-08,resolved,1,68960d85-f12a-4a0c-9c21-511362145c1b,52213e16-4e5b-4e34-a620-b1db4ca08ebc,
a553dd41-ff66-4d83-a32a-312a38156fa6,93ed2f57-be0a-4a57-ae8e-6ac568eab8b1,238498,2004-01-25,2004-05-05,resolved,1,fbfa47fb-b878-453e-aa9b-047bf7f3037f,5ec8bad3-1615-454a-8d81-411f348f914a,
1ee4cb8d-b807-4586-b6ad-2a8d55dce3d2,41892593-55b9-4285-83cd-593f2a40306e,266288,2011-09-26,2012-01-22,resolved,0,8d2bfec1-8f7e-4393-9993-e5b29a176bd9,a185c909-5009-4361-b7bd-190621fb1985,
091c57aa-32eb-42fa-842d-728d7e136ebf,22bfc1fd-6e66-470e-97aa-9246bef542cc,643217,2014-05-06,2014-08-16,resolved,1,44992d51-aae1-496e-82ef-1776615333bc,61a3fa4f-af20-4e95-82e4-f38a5ad2fa69,
c7c1caa5-90dc-4c20-8d9c-b749fe558c0f,296f7021-0039-4f0b-b3a6-a0f5838b7ea4,181096,2011-07-25,2011-11-09,resolved,1,95bfbda1-3ba0-463b-8afe-37a0c7de4cd8,61316e35-7d65-4fdd-a8f5-ce1fd3336156,
fde48957-7757-4787-a93b-ea94d21f7b5e,e4bea12d-a10a-4dc5-9453-16ffe68df1e5,940711,2023-12-11,2024-01-04,resolved,0,64a706c5-b2f3-4a7e-95eb-702a5bf85869,caedab4d-e728-464b-b6ba-36230f336026,
7d61cb96-9ef1-4fc6-a6e8-e28a14d59644,ebe3a72c-fb2a-4940-94c9-a43121656eaa,400055,2020-02-25,2020-03-16,resolved,1,09fb5a5e-00eb-475d-bb42-c71f2aac7858,5495d8dd-156c-4d32-8533-90b76c37fd32,
0225fe84-4f0f-48d4-b109-f71ce982deaa,fffee445-7834-4e56-af21-aa9931fe0209,404336,2007-12-25,2008-02-22,resolved,1,03c3c5f1-c785-442b-b3c9-1cdab4a606f2,9faa9b7f-3be2-496f-b14a-132af4d14134,
9c3f9ed6-51ac-44c3-bece-18a1725838a9,63273675-c834-4cde-80e4-37a0a79a48b9,156458,2021-05-22,2021-08-16,resolved,1,bd535a9b-16f5-45f0-9eb7-32510b228777,54b69f30-55ed-4ad9-bb36-5ea683beb16d,
3533176d-d22e-4e78-986f-1ae84aad2365,525282f9-8ff3-47ac-8df9-c49b5e708ec2,120246,2024-01-08,2024-04-14,resolved,1,a60adc64-69b2-4aee-b223-3bde22e8dde5,32e4d00d-c902-42f1-8b9b-6d227b3d9b94,
3faaac86-c91f-41d9-9217-ec8fb79d997b,5bc30e88-7486-4386-8bd2-b8c9ca616516,450778,2004-10-02,2004-12-16,resolved,1,b94f6154-09b2-435f-97f6-2b4a156e6773,47634c91-51d1-4c90-89fd-abee04f0f461,
1c2ce84b-2a3a-4035-aa9b-56d381e02061,d144ec4d-bde8-4267-a788-83487d1a3b68,460466,2020-08-20,2020-11-03,resolved,0,4081c478-1c46-4b98-ad7d-da00c4cb7728,8726fb25-4a85-44bb-8c62-52167873af64,
b623ca99-0a8a-494e-9832-180cbeaba2b5,a64043e1-4e54-488c-b07f-70f52bdafb35,350025,2022-04-28,2022-08-20,resolved,0,acf1049f-93eb-45fa-8aa7-745ea969494f,e34ede07-e765-4729-a387-0140feab6285,
835b5321-3c3e-4fa0-9314-dd1dc6e7556b,ede805cb-8203-4757-a3c5-9d44aac45cbd,184594,2012-12-13,2013-02-05,resolved,0,a60ccead-a22f-4fcc-adee-5be92d7109bd,8726fb25-4a85-44bb-8c62-52167873af64,
